,GSM215051,GSM215052,GSM215053,GSM215054,GSM215055,GSM215056,GSM215057,GSM215058,GSM215059,GSM215060,GSM215061,GSM215062,GSM215063,GSM215064,GSM215065,GSM215066,GSM215067,GSM215068,GSM215069,GSM215070,GSM215071,GSM215072,GSM215073,GSM215074,GSM215075,GSM215076,GSM215077,GSM215078,GSM215079,GSM215080,GSM215081,GSM215082,GSM215083,GSM215084,GSM215085,GSM215086,GSM215087,GSM215088,GSM215089,GSM215090,GSM215091,GSM215092,GSM215093,GSM215094,GSM215095,GSM215096,GSM215097,GSM215098,GSM215099,GSM215100,GSM215101,GSM215102,GSM215103,GSM215104,GSM215105,GSM215106,GSM215107,GSM215108,GSM215109,GSM215110,GSM215111,GSM215112,GSM215113,GSM215114
PDK3,6.1632620000000005,6.229274,6.406058,6.046476,6.0260359999999995,5.951168,6.212010000000001,6.558283999999999,5.997452,5.778806,6.7361320000000005,6.87949,5.59101,6.817824,5.833463999999999,6.101693999999999,5.921728,6.25295,6.538328,6.15314,6.144476,6.750692000000001,6.109198,5.816254000000001,6.5534300000000005,6.897234,6.222641999999999,6.524879999999999,6.2247259999999995,6.714428000000001,6.5679680000000005,5.728211999999999,6.691382000000002,6.309134,6.910962,6.480436,6.525951999999999,6.156712000000001,6.726222,6.730758,6.870712,6.5339339999999995,5.858524000000001,6.712656,6.716311999999999,6.680414000000001,6.005087999999999,6.726964,7.561942,6.539296,6.978222,6.8507380000000015,6.19101,7.09859,6.614552000000001,6.65113,6.891890000000001,6.785164,6.26249,6.156726000000001,7.045636,7.033838,6.6316559999999996,5.991558
PDK4,5.241733333333333,5.514963333333333,5.833243333333333,5.82055,5.567726666666666,5.518923333333333,6.06726,6.061973333333334,6.10708,5.879156666666667,5.928609999999999,6.638346666666666,5.200353333333333,6.046973333333334,6.1260666666666665,6.232600000000001,6.681373333333333,6.444770000000001,6.64699,5.917053333333333,5.995896666666667,6.123383333333333,6.121973333333333,5.836403333333334,5.720536666666667,6.3581900000000005,5.78113,5.561240000000001,5.80582,5.768919999999999,6.904443333333333,5.595956666666667,4.760890000000001,4.552073333333333,4.66609,5.112646666666667,4.919573333333333,4.9100399999999995,5.824713333333334,4.676469999999999,5.191136666666667,4.4668,4.266773333333334,5.34543,5.018476666666667,5.273146666666666,4.5007,4.91161,4.934843333333333,4.873773333333333,5.087203333333334,4.839423333333333,5.143566666666667,5.1528833333333335,5.074836666666666,4.8306499999999994,4.6106,5.096396666666666,4.6297733333333335,4.866196666666666,5.087606666666667,4.253366666666667,5.47624,4.663286666666667
MPC2,8.978505,9.04926,9.180275,8.933254999999999,8.859295,8.872435,9.09291,9.18635,9.038155,9.156625,9.668395,9.086784999999999,8.719484999999999,8.991869999999999,9.14313,9.29328,8.791595,9.095055,9.32751,9.2401,9.190875,9.217195,9.181225,9.178420000000001,9.367284999999999,9.366710000000001,8.74845,8.761510000000001,9.043765,9.105725,9.141475,9.031970000000001,8.59389,7.922225,8.806695000000001,8.90473,8.802489999999999,8.380785,8.75752,8.843789999999998,9.15017,8.64208,8.0565,8.496055,8.76049,9.061330000000002,8.706195000000001,8.747535,8.62764,8.227315,8.652425,8.71175,8.842965,8.97623,8.30129,8.995745000000001,8.77692,8.95325,8.093544999999999,8.01923,8.531025,8.80385,8.293165,8.57926
MPC1,7.268890000000001,7.250785,7.26472,7.187819999999999,7.284355000000001,7.22545,7.0138,7.11965,7.1965200000000005,7.166525,7.24916,7.27575,7.17834,7.16947,7.16599,7.308115,7.20602,7.24188,7.0510649999999995,7.20188,7.14028,7.168695,7.16317,7.022525,7.099225,7.404765,7.094365,7.057095,7.165395000000001,7.201600000000001,7.07175,7.112,6.78914,6.67696,6.892425000000001,6.957735,7.052614999999999,6.933855,6.85918,6.735175,7.042935,6.84147,6.84407,6.815295,6.772215,6.892620000000001,7.07907,7.100905,6.792235,6.8335799999999995,7.109350000000001,6.982049999999999,6.925335,6.845035,6.62006,6.93304,6.9245,7.033345000000001,6.744999999999999,6.416040000000001,6.5522599999999995,6.78115,6.8094,6.69106
SLC16A1,7.612957999999999,7.280575999999999,8.35025,8.04039,7.441518,7.30121,7.124122,8.5465,7.177128000000001,8.013468,8.336825999999999,9.008545999999999,6.097408,8.537552,7.795262000000001,8.71191,6.934108,8.236488,7.536156000000001,7.48006,7.258608,8.738422,7.703326,7.486794000000001,7.884003999999999,9.19818,7.306731999999999,7.281714000000001,7.515168,7.4452,8.025535999999999,6.11869,6.337928,7.656406,5.561839999999999,7.317164,6.822888000000001,6.710522,8.104180000000001,8.372554,6.817974000000001,6.381193999999999,5.692356,6.784205999999999,7.86506,7.371526,6.416172,7.100454000000001,7.160487999999999,7.947922,7.82328,8.073813999999999,6.1396120000000005,7.565396,7.819767999999999,7.299418,7.712899999999999,8.228565999999999,6.092676,7.8443179999999995,6.599992,5.463858,5.941980000000001,5.680507999999999
SLC16A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACLY,8.436733333333335,8.518453333333333,8.722766666666667,8.865743333333334,8.80198,8.548726666666667,8.339826666666665,8.11487,8.340186666666668,8.380666666666666,8.615986666666666,8.658956666666667,8.679243333333334,8.330686666666667,8.56266,8.721976666666668,8.504116666666667,8.578366666666668,8.684883333333334,8.243716666666666,8.660260000000001,8.27672,8.702856666666667,8.571889999999998,8.794976666666669,7.811336666666667,8.041953333333334,7.9239966666666675,8.432273333333333,8.5519,8.115366666666667,8.152030000000002,9.13557,8.644993333333334,9.029403333333333,9.328360000000002,9.16839,8.849649999999999,8.682286666666668,9.05402,9.236616666666666,9.312993333333333,8.836706666666666,9.12012,8.89864,8.6524,8.94066,9.171296666666667,9.279123333333333,9.065856666666667,8.88424,8.393143333333333,8.53048,9.017193333333331,8.641779999999999,9.235306666666666,9.22327,8.329939999999999,8.519633333333333,8.620823333333334,8.8454,9.016626666666667,9.227970000000001,8.69689
ACO1,5.826784999999999,6.179345,6.137295,6.00459,6.9422950000000005,6.7708200000000005,6.18565,6.084309999999999,6.745934999999999,6.14822,6.152855,6.3634699999999995,6.222675,6.1711100000000005,6.08162,7.073834999999999,6.443199999999999,5.954425,5.97624,6.14935,6.52783,5.795985,6.082985000000001,6.5049150000000004,6.171485,6.045115,5.88391,5.68609,6.27132,6.20207,5.858415,6.056655,6.396655,6.49718,6.253325,6.419945,7.064335,6.9547300000000005,5.9344600000000005,6.150060000000001,6.93257,6.371755,6.04823,6.457635,6.486889999999999,6.39473,6.217295,7.376815000000001,6.42823,5.98873,6.0449600000000006,6.36855,6.33483,6.147065,6.109695,6.57048,6.126675,6.11379,5.96683,6.04656,6.2049900000000004,6.287115,6.1414100000000005,6.25199
ACO2,8.08867,7.730285,8.090095,7.773375,8.076405000000001,8.046135,7.796575,7.963744999999999,7.86102,7.952075,7.465679999999999,7.78829,7.96391,7.750215,7.730729999999999,8.02369,8.035305000000001,7.7542100000000005,7.714985,7.78066,7.763059999999999,7.99456,7.928725,7.926625,8.173960000000001,7.914585000000001,7.588139999999999,7.796465,7.913774999999999,8.0068,7.680665,7.745095,7.42885,7.46481,7.760575,7.7391749999999995,7.665585,8.018905,7.6358,7.725995,7.93888,7.6230649999999995,7.879515,7.1941500000000005,7.7867,7.794755,7.704180000000001,7.99812,7.766169999999999,7.70187,7.721655,7.417300000000001,7.6460099999999995,7.88601,7.436885,7.84183,7.6737,7.919695000000001,7.619725,7.600535,7.541364999999999,7.608090000000001,7.23568,7.36359
CS,11.08794,10.6289,10.9099,10.887,10.94706,10.89807,10.86612,10.931289999999999,10.66358,10.877930000000001,10.48296,11.01543,10.55418,10.80258,10.88862,10.88534,10.84005,10.66461,10.993739999999999,10.79405,10.88449,11.033339999999999,10.88155,10.91296,11.07965,10.71604,10.46241,10.69604,10.87268,10.89277,11.17165,10.983319999999999,11.18034,10.60973,10.79684,10.9428,10.8382,11.0368,10.80954,10.85602,10.97551,11.05414,10.97296,10.62155,10.79148,11.00124,10.78952,11.00039,10.595139999999999,10.71393,10.942680000000001,11.04142,10.738669999999999,11.03641,10.666160000000001,11.12945,10.99164,10.712639999999999,10.81173,10.6703,10.76458,10.66034,10.96115,10.53927
FH,9.148496666666666,9.031116666666668,9.2584,9.245456666666668,9.52588,9.443249999999999,9.252566666666667,9.289516666666666,9.161076666666666,9.382356666666666,9.402546666666668,9.55028,9.05341,9.392826666666666,9.489263333333334,9.490483333333334,9.51229,9.112903333333334,9.256336666666668,9.134473333333334,9.2261,9.301586666666667,9.260689999999999,9.259163333333333,9.538003333333334,9.01256,8.843043333333334,8.756953333333334,9.187196666666667,9.267236666666667,9.044633333333334,8.872806666666667,8.886956666666666,8.7781,9.545323333333334,9.525603333333335,9.44035,9.292366666666668,9.1305,9.27414,9.6416,9.338379999999999,8.58029,9.521046666666667,9.375676666666667,9.523893333333334,9.43722,9.702376666666666,9.312226666666666,9.179129999999999,9.455596666666667,8.945936666666666,9.036276666666668,9.454773333333334,8.712153333333333,9.606736666666668,9.722653333333334,8.945216666666667,8.65351,8.73103,8.694186666666667,9.26349,8.727533333333332,8.962470000000001
IDH1,8.99072,9.111320000000001,9.029470000000002,9.101149999999999,9.12254,9.024203333333332,8.698860000000002,9.141386666666667,8.968623333333333,9.064143333333334,9.244863333333335,9.031906666666666,8.84181,8.905106666666667,9.155096666666667,9.09639,8.908836666666666,8.947426666666667,9.13648,8.881236666666666,8.981689999999999,8.911196666666667,9.009083333333335,9.007583333333335,9.117493333333334,9.002040000000001,8.957863333333334,8.923483333333333,9.097399999999999,9.014193333333333,9.23675,9.126046666666667,8.889866666666668,8.866406666666668,8.89414,9.321583333333333,9.167333333333334,9.032646666666666,9.220126666666667,9.131546666666667,9.501716666666667,9.130419999999999,8.735596666666666,8.809310000000002,9.01679,9.172223333333333,9.352863333333334,8.924076666666666,9.184823333333332,8.973170000000001,8.896623333333332,8.875773333333333,8.862676666666667,9.057313333333333,8.97307,9.149723333333332,8.92729,9.377650000000001,8.812633333333332,8.56967,8.86589,8.980596666666665,9.293349999999998,8.86409
IDH2,7.32597,7.826499999999999,7.2174,7.404680000000001,7.77198,7.95645,7.616099999999999,7.1586799999999995,7.755240000000001,7.73366,7.16957,7.651079999999999,7.237920000000001,7.570755,7.746495000000001,7.388700000000001,7.644275,7.7477,7.655875,7.632299999999999,7.5730949999999995,7.30234,7.781314999999999,7.61696,7.840225,6.958419999999999,7.0984050000000005,7.113370000000001,7.25226,7.651925,7.514844999999999,7.37058,7.882515,8.6828,8.498460000000001,8.287205,8.449200000000001,8.358075,8.4612,8.300925,8.60702,9.755565,8.136895,8.53698,9.074705,8.38989,8.360205,8.87948,8.77229,8.570935,8.28041,8.20007,8.09527,8.446805,7.80916,8.74678,8.544020000000002,7.80771,7.451115,8.09781,7.784285,8.598984999999999,8.021260000000002,7.953275
IDH3A,7.32101,7.672609999999999,7.869886666666666,7.65185,7.668319999999999,7.478020000000001,7.443593333333332,7.546969999999999,7.630326666666666,7.815013333333333,8.04583,7.657496666666667,7.500613333333333,7.385803333333333,8.013913333333333,7.899653333333333,7.9519899999999994,7.677416666666667,7.65284,7.415363333333334,7.811443333333333,7.5929,7.598766666666667,7.614436666666667,7.761676666666666,7.255316666666666,7.23386,7.000266666666666,7.543376666666667,7.57429,7.2598400000000005,7.291423333333334,6.990306666666666,7.114186666666666,7.173380000000001,7.159683333333334,7.798516666666667,7.134856666666667,7.137616666666667,7.203136666666668,7.5964,7.083686666666668,6.714306666666666,7.0989,8.204683333333334,7.172663333333333,7.294023333333333,7.6148533333333335,7.16223,7.06428,7.0157799999999995,6.9319033333333335,7.233289999999999,7.235849999999999,6.61271,6.9873400000000006,7.377509999999998,6.8229,6.9759899999999995,7.274299999999999,6.862876666666668,7.017356666666667,6.645356666666667,7.063126666666666
IDH3B,8.708656666666666,8.611006666666666,8.583003333333332,8.57747,8.949996666666665,8.856943333333334,8.54861,8.562533333333334,8.538346666666667,8.763703333333334,8.310586666666666,9.01207,8.4489,8.78413,8.782106666666666,8.606416666666666,8.676306666666667,8.84401,8.782693333333333,8.575666666666667,8.665776666666668,8.62558,8.583926666666665,8.543306666666666,8.8911,8.472949999999999,8.298106666666667,8.354303333333332,8.696953333333333,8.827343333333333,8.879306666666666,8.712283333333334,8.94558,8.618126666666667,8.960966666666666,8.97143,8.97117,9.021479999999999,8.748773333333334,8.924669999999999,9.046756666666665,8.886436666666667,8.617930000000001,9.074063333333333,9.219990000000001,8.97782,8.887633333333333,8.87433,8.735483333333335,8.976393333333334,8.920536666666667,8.789013333333335,8.713659999999999,8.826503333333333,8.440746666666668,8.881680000000001,8.84388,8.817323333333334,8.271560000000001,8.46278,8.944810000000002,8.965316666666666,8.71769,8.746910000000002
IDH3G,8.626235,8.40672,8.38528,8.383054999999999,8.677769999999999,8.636894999999999,8.35565,8.51684,8.32888,8.405575,7.944965,8.68247,8.3215,8.54075,8.310880000000001,8.48305,8.36337,8.65474,8.46368,8.408669999999999,8.428545,8.521765,8.35355,8.21279,8.52733,8.357105,7.985109999999999,7.991995000000001,8.38405,8.47476,8.71461,8.492070000000002,8.642405,8.361600000000001,8.579235,8.46649,8.422744999999999,8.661085,8.53179,8.624130000000001,8.537535,8.672184999999999,8.72092,8.455855,8.405245,8.551895,8.399905,8.69009,8.350235,8.70597,8.6352,8.5565,8.18168,8.555515,8.15499,8.400025,8.445905,8.23194,8.074275,8.175235,8.318710000000001,8.534495,8.614564999999999,8.519965
MDH1,11.11894,11.09136,11.00211,11.0408,11.282060000000001,11.1572,10.778260000000001,10.74643,10.97443,11.019039999999999,11.259039999999999,11.39434,10.951839999999999,11.15145,11.13515,11.192219999999999,11.03027,11.0935,11.02925,10.94326,11.0863,11.15906,10.89695,10.954080000000001,11.134319999999999,11.151539999999999,10.7497,10.745519999999999,11.13518,11.1658,11.15351,11.10142,11.0124,11.05516,11.32802,11.32794,11.38923,11.40468,11.084589999999999,11.24067,11.494480000000001,10.88745,10.85058,11.43166,11.376610000000001,11.32141,11.51177,11.38671,11.10782,11.39519,11.29006,11.05471,11.09735,11.30262,11.09762,11.2533,11.23139,10.93176,10.66468,10.75569,10.94033,11.07297,11.00767,11.09733
MDH2,9.4413,9.179795,9.258595,9.292595,9.375340000000001,9.36612,9.35801,9.34984,9.280605000000001,9.384105,9.238240000000001,9.345365000000001,9.17272,9.30786,9.33046,9.3485,9.163604999999999,9.31424,9.376655,9.161265,9.15319,9.13754,9.318425,9.164255,9.419515,9.188925000000001,8.91396,9.099885,9.309610000000001,9.31875,9.34671,9.266824999999999,9.612465,9.331265,9.44057,10.127785,9.802855000000001,9.56642,9.684705000000001,9.840885,9.7141,9.691735,9.16117,9.34352,9.649819999999998,10.01089,9.357154999999999,9.620614999999999,9.529679999999999,9.49989,9.28971,9.549955,9.27754,9.490585,9.32747,9.482785,9.502125,9.482415,9.374895,9.16896,9.412365000000001,9.38509,9.95979,9.3293
OGDH,6.646466666666666,6.202629999999999,6.384056666666666,6.695736666666666,6.493693333333333,6.324456666666666,6.297853333333333,6.364766666666667,6.33972,6.492720000000001,5.706599999999999,6.44902,6.62623,6.408483333333333,6.738553333333333,6.598326666666668,6.731793333333333,6.425466666666666,6.5596266666666665,6.300193333333333,6.542873333333333,6.4318333333333335,6.412516666666668,6.42008,6.8973233333333335,6.036176666666667,5.913619999999999,6.051406666666666,6.73687,7.158296666666668,6.06317,6.078223333333334,6.6052333333333335,6.332436666666666,6.455176666666667,6.688226666666668,6.748836666666667,6.584093333333333,6.571693333333333,6.6626,6.683,6.209386666666667,6.594169999999999,6.400190000000001,6.861323333333332,6.904350000000001,6.59056,6.480720000000001,6.943923333333334,6.417216666666666,7.0102866666666666,6.218146666666667,6.247346666666668,6.408333333333334,6.306436666666667,6.720796666666668,6.829813333333334,6.143403333333334,6.202793333333332,5.942656666666667,6.6733400000000005,6.978723333333334,6.405776666666667,6.05718
OGDHL,5.47757,5.3219,4.86019,5.306769999999999,5.23139,5.76579,4.63553,5.03414,5.10951,4.9052,5.211040000000001,5.7601,5.0835099999999995,5.21875,5.64909,4.9360599999999994,5.1816699999999996,5.75712,4.73804,5.28615,5.57625,5.138809999999999,4.8122,5.30813,5.25626,5.48285,5.238659999999999,4.87701,5.05887,5.2137400000000005,5.8453,5.58418,5.18848,5.02019,5.51003,5.6388,5.06551,5.870830000000001,4.9332,5.39101,5.59262,4.87712,5.56195,5.7241599999999995,5.1167,6.14291,5.14815,5.41365,4.89425,5.28598,5.17185,4.9194,5.40527,5.564690000000001,5.10492,6.14312,5.11571,5.27882,4.9224,5.01543,5.04781,5.4897800000000005,5.24271,5.1147800000000005
SDHA,10.34352,10.19974,10.77063,10.32199,11.128210000000001,11.02102,10.39765,10.54471,10.71953,10.72153,10.300139999999999,10.77846,10.39085,10.42954,10.580110000000001,10.62148,10.69948,10.61552,10.49606,10.498460000000001,10.53407,10.57244,10.519210000000001,10.40526,10.8139,10.29882,10.3191,10.34118,10.572339999999999,10.66518,10.61518,10.359580000000001,10.02075,10.301689999999999,11.22573,10.48048,11.08271,11.13457,10.46865,10.729610000000001,10.9655,10.56953,10.59251,10.50583,10.58112,10.545589999999999,10.44588,10.653960000000001,10.757769999999999,10.470999999999998,10.62098,10.60553,10.320730000000001,10.78008,10.15122,10.624369999999999,10.586110000000001,10.67574,10.390089999999999,9.98958,10.48446,10.44612,10.185360000000001,10.31316
SDHB,6.815565,6.73532,6.867614999999999,6.539665,6.914095,6.901485,6.641745,6.778095,6.683635,6.85045,6.693195,6.865724999999999,6.5989700000000004,6.710415,6.564045,6.80203,6.7085300000000005,6.81185,6.389885,6.775220000000001,6.767589999999999,6.846525,6.89349,6.81869,6.99956,6.8611,6.584355,6.826415,6.695699999999999,6.848755000000001,6.904345,6.68572,6.39162,6.447975,6.7239,6.664125,6.52562,6.963565,6.50006,6.9656400000000005,6.75039,6.79316,6.461695000000001,6.672355,6.92575,6.7250950000000005,6.758525000000001,6.697744999999999,6.336695000000001,6.586040000000001,6.4953899999999996,6.5073550000000004,6.8499,6.5937149999999995,6.272880000000001,6.696764999999999,6.85644,6.74797,6.699669999999999,6.096845,6.62857,6.540685,6.36426,6.53023
SDHC,7.080757142857142,7.483697142857143,7.257981428571429,7.44615142857143,7.440734285714286,7.383295714285715,7.313315714285714,7.348621428571429,7.3811599999999995,7.373798571428572,7.680925714285714,7.675978571428572,6.98181,7.539029999999999,7.648694285714285,7.5390171428571415,7.2255014285714285,7.5707885714285705,7.518548571428572,7.328608571428572,7.580864285714286,7.188657142857143,7.537745714285714,7.301585714285714,7.527634285714286,7.295145714285715,6.849041428571428,7.012101428571428,7.329322857142857,7.489224285714286,7.415137142857143,7.2119542857142855,7.2325928571428575,7.5254900000000005,7.526621428571427,7.541438571428572,7.761371428571429,7.503515714285714,7.620089999999999,7.780944285714285,7.761878571428572,7.531594285714285,6.944585714285714,7.644568571428571,7.820720000000001,7.747770000000001,7.709920000000001,7.690510000000001,7.504928571428571,7.667661428571427,7.639411428571428,7.373681428571429,7.520972857142857,7.57913,7.6252,7.620867142857143,7.603110000000002,7.407198571428572,6.992772857142858,7.303245714285714,7.51656,7.536808571428571,7.409945714285714,7.497087142857143
SDHD,7.198055,7.054505,7.1366,7.194875,7.14184,7.069815,7.19643,7.40521,7.217779999999999,7.18821,7.29281,7.205945,7.214075,7.200995000000001,7.308795,7.23754,7.155855,6.985495,7.20874,7.063655,7.13316,7.078799999999999,7.0996749999999995,7.141825000000001,7.165225,7.266215,6.961970000000001,6.95903,7.1390150000000006,7.00733,7.070385,7.034084999999999,6.846945,6.960945,6.974955,7.195715,6.8149,7.138674999999999,7.06036,7.09723,7.242655,6.8196,6.82725,7.058825,6.637725,7.10855,7.234265000000001,7.009275000000001,6.830225,6.894,6.859025,6.9337800000000005,7.233265,7.135255000000001,7.043545,6.94266,6.96075,7.151705000000001,6.936485,6.815985,6.85674,6.9459349999999995,6.72194,6.800805
SUCLA2,7.917789999999999,8.85132,8.623460000000001,8.33591,8.66895,8.392619999999999,9.04198,9.24567,8.70626,8.93827,9.002460000000001,9.112789999999999,8.095080000000001,8.55373,8.765239999999999,8.80085,8.27989,8.32807,8.642619999999999,8.652460000000001,8.754389999999999,9.17954,9.02351,8.72764,9.15821,8.88002,8.29154,8.43717,8.79106,9.42627,8.97027,8.73832,8.61538,8.24815,8.466660000000001,8.215119999999999,8.921710000000001,8.76927,9.07364,9.1642,9.25734,8.69065,7.82805,8.75186,8.91545,8.77317,8.64059,8.53261,8.64466,7.959810000000001,8.57788,8.64288,9.48531,9.06184,9.263819999999999,8.92613,9.23584,8.8203,7.92252,8.51903,8.6652,9.35651,8.56592,8.69228
SUCLG1,7.426925000000001,7.24599,7.394394999999999,7.281264999999999,7.278555000000001,7.36618,7.345025,7.254149999999999,7.230129999999999,7.37072,7.14537,7.296855,7.16878,7.41277,7.371945,7.24476,7.2658499999999995,7.317559999999999,7.30125,7.32104,7.36166,7.22753,7.16267,7.28296,7.49024,7.205439999999999,7.22053,7.179024999999999,7.237159999999999,7.3838799999999996,7.322699999999999,7.30015,7.0144400000000005,6.811374999999999,7.268405,7.110035,7.075495,7.306055000000001,7.01305,6.91514,7.20737,7.095055,7.01768,6.88579,7.00417,7.117665000000001,7.198755,7.131475,6.99875,6.951765,7.02712,6.90661,7.253235,7.0606100000000005,7.060975,7.32179,7.278499999999999,7.075934999999999,7.05561,6.909425000000001,6.959105,6.98756,6.91592,6.917145
SUCLG2,10.794870000000001,10.803503333333333,10.602396666666666,10.760073333333333,10.818696666666668,10.605096666666666,10.861983333333335,11.143003333333333,10.790793333333333,10.601439999999998,10.782090000000002,10.528536666666666,10.271009999999999,10.718449999999999,10.767306666666665,10.753533333333332,10.349000000000002,10.327210000000001,10.53496,10.721076666666667,10.9229,10.65822,10.773630000000002,10.68709,10.875863333333335,10.90051333333333,10.777646666666667,10.569623333333332,11.020896666666667,10.781113333333332,10.873503333333334,10.465226666666666,10.312130000000002,10.100389999999999,10.496496666666667,10.663486666666667,10.176853333333334,10.687436666666665,10.585700000000001,10.32679,10.874586666666666,9.839786666666667,9.956023333333333,10.003929999999999,9.967,10.885366666666664,10.492976666666666,10.290576666666666,10.610823333333334,10.054186666666666,10.41366,10.461523333333334,10.790289999999999,10.46857,10.626253333333333,10.678083333333333,10.582006666666667,10.880213333333332,10.476476666666668,9.968836666666668,10.23672,10.22132,10.130093333333333,10.173716666666666
ALDOA,11.05115,10.773506666666668,10.72004,10.745623333333333,10.47799,10.971803333333334,10.765,10.810553333333333,10.696973333333334,10.729806666666667,10.257466666666668,10.867476666666667,10.622743333333334,10.68647,10.664050000000001,10.508990000000002,10.724523333333332,10.60638,10.626706666666665,10.567103333333334,10.592633333333334,10.677306666666667,10.918836666666666,10.646693333333333,10.929356666666665,10.82212,10.551663333333336,10.68524,10.4883,10.72354,10.70541,10.640726666666666,11.14018,11.214993333333334,11.168893333333335,10.834726666666667,10.784353333333334,11.061083333333334,11.004583333333334,11.441713333333333,10.923896666666666,11.368933333333333,11.033983333333333,10.70481,11.17687,10.658346666666667,10.343196666666666,11.009963333333332,11.057366666666667,10.584380000000001,11.283413333333334,11.05601,10.560303333333332,10.96537,10.754383333333335,10.767240000000001,10.796323333333333,10.935296666666666,10.768943333333333,10.899846666666667,10.621346666666668,11.113156666666667,11.130360000000001,10.919513333333335
ALDOB,4.677196666666667,5.260818888888888,4.340016666666667,4.3450677777777775,4.311701111111112,4.310904444444444,4.3336966666666665,4.591301111111111,4.334087777777778,4.104756666666668,4.273651111111111,5.697297777777778,4.3988177777777775,5.146162222222221,4.098153333333332,4.228172222222223,4.363725555555556,4.654347777777778,4.201709999999999,4.48595888888889,4.275935555555555,4.598660000000001,4.162531111111111,4.161873333333333,4.934148888888889,5.462309999999999,4.203878888888889,4.19615,5.355099999999999,4.411654444444444,4.32673,4.720626666666667,4.484663333333334,5.398215555555556,4.497805555555555,4.124352222222222,4.912208888888888,4.485243333333333,4.5602044444444445,5.442652222222222,4.296060000000001,4.855137777777778,4.910092222222222,5.338991111111111,6.013652222222222,4.4455422222222225,4.33796,4.673394444444444,4.451285555555556,4.580931111111111,5.392711111111111,5.0445511111111125,4.722197777777778,4.544911111111111,4.0328388888888895,4.178202222222222,4.534110000000001,5.307291111111111,4.464438888888889,5.059036666666667,4.43437,5.1146199999999995,4.417931111111112,4.625446666666666
ALDOC,8.09414,8.13055,7.5579600000000005,7.7032300000000005,8.27918,7.90417,7.72128,7.5766100000000005,8.48414,7.62015,7.72432,7.50108,7.731380000000001,6.98925,7.745139999999999,7.38926,7.56538,8.33244,8.03205,8.3081,8.38124,8.096169999999999,8.19384,8.19333,8.92625,7.5188,7.75758,7.428310000000001,7.79175,8.15652,7.17581,7.05428,7.54343,7.21092,8.43177,7.034330000000001,7.37299,7.62015,7.241630000000001,9.02218,7.8698,8.07797,7.60613,7.4777,7.358110000000001,6.98347,7.95788,7.16615,7.276660000000001,6.42889,7.926639999999999,7.09015,7.02878,7.2934600000000005,7.7113,6.61608,6.83328,7.564030000000001,7.29542,7.2792699999999995,7.34667,7.96457,8.20756,7.0382
HK1,8.79909,9.01039,9.11439,9.19859,9.43335,9.2766,9.01742,8.797789999999999,9.0561,8.96841,8.9027,9.25496,9.150889999999999,9.145539999999999,9.35538,9.024510000000001,9.29274,9.173630000000001,9.077539999999999,9.02951,8.97522,8.72925,9.12003,8.86209,8.84631,8.60493,8.74652,8.58179,9.19794,9.09499,9.14873,9.04461,9.301110000000001,9.4983,9.672930000000001,9.2841,9.50665,9.279580000000001,9.75061,9.43206,9.14166,9.2521,9.266639999999999,9.42019,9.330110000000001,9.18127,9.2129,9.82705,9.176260000000001,9.97529,9.83838,9.24012,8.67463,9.476180000000001,9.297310000000001,9.47953,9.24115,9.21632,9.00376,8.85065,9.95756,9.72782,10.26297,9.39386
HK2,9.40518,9.933810000000001,9.57518,9.68649,9.68937,9.65669,9.263539999999999,9.44218,9.078339999999999,9.48274,9.65062,9.48776,10.10913,9.22627,9.24277,9.49522,9.437000000000001,9.28782,9.221589999999999,9.10858,9.17218,8.99958,9.61319,9.369660000000001,9.44718,8.95992,9.07058,8.9773,9.13866,9.05237,9.35975,8.78185,8.95618,9.207419999999999,9.44515,8.97348,9.52417,9.3599,9.0235,8.85934,8.76424,8.56992,9.145669999999999,8.58104,9.64441,8.69697,8.55466,9.69262,9.12786,8.55158,9.60997,9.26715,8.45531,8.73643,8.58174,9.00944,8.89515,8.474789999999999,9.04642,9.48775,8.42326,9.308069999999999,9.33991,9.09251
HK3,6.02147,5.69444,6.1533,5.426830000000001,5.35555,6.0511800000000004,5.6245199999999995,5.46778,5.73402,5.9381,5.33399,5.45505,6.29634,5.54505,5.42896,5.29461,5.79127,5.559740000000001,5.25397,5.245369999999999,5.54186,5.54359,5.48789,5.43433,5.39035,5.60335,5.22947,5.06681,5.38799,5.55152,5.41324,5.23387,5.93163,5.62234,5.48193,5.69682,5.49924,6.0635900000000005,5.63309,5.63877,5.48601,5.49369,6.471,5.5804599999999995,5.602869999999999,5.2951,5.718319999999999,5.61841,5.36285,5.46272,5.45765,5.41743,5.548430000000001,5.64034,5.525,5.41224,5.57869,5.78103,5.54943,5.55832,5.3320099999999995,5.38253,5.28126,5.491969999999999
